0,1,2,3,4,104,105,106,107,5,7,73,76,0,-1,27,74,9,67,23,74,74,74,21,57,74,32,30,74,44,74,74,74,74,62,74,75,-1,82,-1
1,-1,-1,-1,-1,100,100,-1,-1,-1,-1,-1,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,-1,-1,-1,-1,101,101,-1,-1,-1,-1,-1,-1,101,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,-1,-1,-1,-1,102,102,-1,-1,-1,-1,-1,-1,102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,-1,-1,-1,-1,103,103,-1,-1,-1,-1,-1,-1,103,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,-1,-1,-1,-1,109,109,-1,-1,-1,-1,6,-1,109,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,-1,-1,-1,-1,108,108,-1,-1,-1,-1,-1,-1,108,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,-1,-1,-1,-1,111,111,-1,-1,-1,-1,8,-1,111,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,-1,-1,-1,-1,110,110,-1,-1,-1,-1,-1,-1,110,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,-1,-1,-1,-1,129,129,-1,-1,-1,-1,-1,-1,129,-1,10,74,74,12,74,74,74,17,74,74,74,74,14,74,74,74,74,74,74,74,74,74,-1,-1,-1
10,-1,-1,-1,-1,129,129,-1,-1,-1,-1,-1,-1,129,-1,74,74,74,74,74,74,74,74,74,74,74,74,74,11,74,74,74,74,74,74,74,74,-1,-1,-1
11,-1,-1,-1,-1,112,112,-1,-1,-1,-1,-1,-1,112,-1,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,-1,-1,-1
12,-1,-1,-1,-1,129,129,-1,-1,-1,-1,-1,-1,129,-1,74,74,74,74,74,74,74,74,74,74,74,74,74,13,74,74,74,74,74,74,74,74,-1,-1,-1
13,-1,-1,-1,-1,113,113,-1,-1,-1,-1,-1,-1,113,-1,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,-1,-1,-1
14,-1,-1,-1,-1,129,129,-1,-1,-1,-1,-1,-1,129,-1,74,74,74,74,74,74,74,74,74,74,74,15,74,74,74,74,74,74,74,74,74,74,-1,-1,-1
15,-1,-1,-1,-1,129,129,-1,-1,-1,-1,-1,-1,129,-1,74,74,74,74,74,74,74,74,74,74,74,74,74,74,16,74,74,74,74,74,74,74,-1,-1,-1
16,-1,-1,-1,-1,114,114,-1,-1,-1,-1,-1,-1,114,-1,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,-1,-1,-1
17,-1,-1,-1,-1,129,129,-1,-1,-1,-1,-1,-1,129,-1,18,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,-1,-1,-1
18,-1,-1,-1,-1,129,129,-1,-1,-1,-1,-1,-1,129,-1,74,74,74,74,74,74,74,74,74,74,74,74,74,19,74,74,74,74,74,74,74,74,-1,-1,-1
19,-1,-1,-1,-1,129,129,-1,-1,-1,-1,-1,-1,129,20,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,-1,-1,-1
20,-1,-1,-1,-1,115,115,-1,-1,-1,-1,-1,-1,115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
21,-1,-1,-1,-1,129,129,-1,-1,-1,-1,-1,-1,129,-1,74,74,74,74,74,22,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,74,-1,-1,-1
